Gender,Quintile,Residence,Total_Quintile,Total_Gender,Total_Residence,Countries_and_areas
Female,Second_Wealth_quintile,Rural_Residence,0,1,1,Guyana
Male,Middle_Wealth_quintile,Urban_Residence,0,1,1,Guyana
Male,Middle_Wealth_quintile,Rural_Residence,0,1,1,Guyana
Female,Middle_Wealth_quintile,Urban_Residence,0,1,1,Guyana
Female,Middle_Wealth_quintile,Rural_Residence,0,1,1,Guyana
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,1,Guyana
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Guyana
Female,Fourth_Wealth_quintile,Urban_Residence,0,1,1,Guyana
Female,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Guyana
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,Guyana
Male,Richest_Wealth_quintile,Rural_Residence,1,1,1,Guyana
Female,Richest_Wealth_quintile,Urban_Residence,1,1,1,Guyana
Female,Richest_Wealth_quintile,Rural_Residence,1,1,1,Guyana
Male,Poorest_Wealth_quintile,Urban_Residence,21,9,4,Haiti
Male,Poorest_Wealth_quintile,Rural_Residence,21,9,11,Haiti
Female,Poorest_Wealth_quintile,Urban_Residence,21,8,4,Haiti
Female,Poorest_Wealth_quintile,Rural_Residence,21,8,11,Haiti
Male,Second_Wealth_quintile,Urban_Residence,8,9,4,Haiti
Male,Second_Wealth_quintile,Rural_Residence,8,9,11,Haiti
Female,Second_Wealth_quintile,Urban_Residence,8,8,4,Haiti
Female,Second_Wealth_quintile,Rural_Residence,8,8,11,Haiti
Male,Middle_Wealth_quintile,Urban_Residence,4,9,4,Haiti
Male,Middle_Wealth_quintile,Rural_Residence,4,9,11,Haiti
Female,Middle_Wealth_quintile,Urban_Residence,4,8,4,Haiti
Female,Middle_Wealth_quintile,Rural_Residence,4,8,11,Haiti
Male,Fourth_Wealth_quintile,Urban_Residence,3,9,4,Haiti
Male,Fourth_Wealth_quintile,Rural_Residence,3,9,11,Haiti
Female,Fourth_Wealth_quintile,Urban_Residence,3,8,4,Haiti
Female,Fourth_Wealth_quintile,Rural_Residence,3,8,11,Haiti
Male,Richest_Wealth_quintile,Urban_Residence,2,9,4,Haiti
Male,Richest_Wealth_quintile,Rural_Residence,2,9,11,Haiti
Female,Richest_Wealth_quintile,Urban_Residence,2,8,4,Haiti
Female,Richest_Wealth_quintile,Rural_Residence,2,8,11,Haiti
Male,Poorest_Wealth_quintile,Urban_Residence,7,7,6,Honduras
Male,Poorest_Wealth_quintile,Rural_Residence,7,7,7,Honduras
Female,Poorest_Wealth_quintile,Urban_Residence,7,6,6,Honduras
Female,Poorest_Wealth_quintile,Rural_Residence,7,6,7,Honduras
Male,Second_Wealth_quintile,Urban_Residence,5,7,6,Honduras
Male,Second_Wealth_quintile,Rural_Residence,5,7,7,Honduras
Female,Second_Wealth_quintile,Urban_Residence,5,6,6,Honduras
Female,Second_Wealth_quintile,Rural_Residence,5,6,7,Honduras
Male,Middle_Wealth_quintile,Urban_Residence,4,7,6,Honduras
Male,Middle_Wealth_quintile,Rural_Residence,4,7,7,Honduras
Female,Middle_Wealth_quintile,Urban_Residence,4,6,6,Honduras
Female,Middle_Wealth_quintile,Rural_Residence,4,6,7,Honduras
Male,Fourth_Wealth_quintile,Urban_Residence,5,7,6,Honduras
Male,Fourth_Wealth_quintile,Rural_Residence,5,7,7,Honduras
Female,Fourth_Wealth_quintile,Urban_Residence,5,6,6,Honduras
Female,Fourth_Wealth_quintile,Rural_Residence,5,6,7,Honduras
Male,Richest_Wealth_quintile,Urban_Residence,14,7,6,Honduras
Male,Richest_Wealth_quintile,Rural_Residence,14,7,7,Honduras
Female,Richest_Wealth_quintile,Urban_Residence,14,6,6,Honduras
Female,Richest_Wealth_quintile,Rural_Residence,14,6,7,Honduras
Male,Poorest_Wealth_quintile,Urban_Residence,13,6,4,India
Male,Poorest_Wealth_quintile,Rural_Residence,13,6,7,India
Female,Poorest_Wealth_quintile,Urban_Residence,13,6,4,India
Female,Poorest_Wealth_quintile,Rural_Residence,13,6,7,India
Male,Second_Wealth_quintile,Urban_Residence,6,6,4,India
Male,Second_Wealth_quintile,Rural_Residence,6,6,7,India
Female,Second_Wealth_quintile,Urban_Residence,6,6,4,India
Female,Second_Wealth_quintile,Rural_Residence,6,6,7,India
Male,Middle_Wealth_quintile,Urban_Residence,4,6,4,India
Male,Middle_Wealth_quintile,Rural_Residence,4,6,7,India
Female,Middle_Wealth_quintile,Urban_Residence,4,6,4,India
Female,Middle_Wealth_quintile,Rural_Residence,4,6,7,India
Male,Fourth_Wealth_quintile,Urban_Residence,3,6,4,India
Male,Fourth_Wealth_quintile,Rural_Residence,3,6,7,India
Female,Fourth_Wealth_quintile,Urban_Residence,3,6,4,India
Female,Fourth_Wealth_quintile,Rural_Residence,3,6,7,India
Male,Richest_Wealth_quintile,Urban_Residence,1,6,4,India
Male,Richest_Wealth_quintile,Rural_Residence,1,6,7,India
Female,Richest_Wealth_quintile,Urban_Residence,1,6,4,India
Female,Richest_Wealth_quintile,Rural_Residence,1,6,7,India
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Male,Second_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Female,Second_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Female,Second_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Male,Middle_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Female,Middle_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Female,Fourth_Wealth_quintile,Urban_Residence,1,1,0,Indonesia
Female,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Indonesia
Male,Richest_Wealth_quintile,Urban_Residence,0,1,0,Indonesia
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Indonesia
Female,Richest_Wealth_quintile,Urban_Residence,0,1,0,Indonesia
Female,Richest_Wealth_quintile,Rural_Residence,0,1,1,Indonesia
Male,Poorest_Wealth_quintile,Urban_Residence,16,7,7,Iraq
Male,Poorest_Wealth_quintile,Rural_Residence,16,7,11,Iraq
Female,Poorest_Wealth_quintile,Urban_Residence,16,10,7,Iraq
Female,Poorest_Wealth_quintile,Rural_Residence,16,10,11,Iraq
Male,Second_Wealth_quintile,Urban_Residence,8,7,7,Iraq
Male,Second_Wealth_quintile,Rural_Residence,8,7,11,Iraq
Female,Second_Wealth_quintile,Urban_Residence,8,10,7,Iraq
Female,Second_Wealth_quintile,Rural_Residence,8,10,11,Iraq
Male,Middle_Wealth_quintile,Urban_Residence,8,7,7,Iraq
Male,Middle_Wealth_quintile,Rural_Residence,8,7,11,Iraq
Female,Middle_Wealth_quintile,Urban_Residence,8,10,7,Iraq
Female,Middle_Wealth_quintile,Rural_Residence,8,10,11,Iraq
Male,Fourth_Wealth_quintile,Urban_Residence,4,7,7,Iraq
Male,Fourth_Wealth_quintile,Rural_Residence,4,7,11,Iraq
Female,Fourth_Wealth_quintile,Urban_Residence,4,10,7,Iraq
Female,Fourth_Wealth_quintile,Rural_Residence,4,10,11,Iraq
Male,Richest_Wealth_quintile,Urban_Residence,3,7,7,Iraq
Male,Richest_Wealth_quintile,Rural_Residence,3,7,11,Iraq
Female,Richest_Wealth_quintile,Urban_Residence,3,10,7,Iraq
Female,Richest_Wealth_quintile,Rural_Residence,3,10,11,Iraq
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,0,Jamaica
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Jamaica
Female,Poorest_Wealth_quintile,Urban_Residence,1,0,0,Jamaica
Female,Poorest_Wealth_quintile,Rural_Residence,1,0,1,Jamaica
Male,Second_Wealth_quintile,Urban_Residence,0,1,0,Jamaica
Male,Second_Wealth_quintile,Rural_Residence,0,1,1,Jamaica
Female,Second_Wealth_quintile,Urban_Residence,0,0,0,Jamaica
Female,Second_Wealth_quintile,Rural_Residence,0,0,1,Jamaica
Male,Middle_Wealth_quintile,Urban_Residence,1,1,0,Jamaica
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Jamaica
Female,Middle_Wealth_quintile,Urban_Residence,1,0,0,Jamaica
Female,Middle_Wealth_quintile,Rural_Residence,1,0,1,Jamaica
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,0,Jamaica
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Jamaica
Female,Fourth_Wealth_quintile,Urban_Residence,0,0,0,Jamaica
Female,Fourth_Wealth_quintile,Rural_Residence,0,0,1,Jamaica
Male,Richest_Wealth_quintile,Urban_Residence,0,1,0,Jamaica
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Jamaica
Female,Richest_Wealth_quintile,Urban_Residence,0,0,0,Jamaica
Female,Richest_Wealth_quintile,Rural_Residence,0,0,1,Jamaica
Male,Poorest_Wealth_quintile,Urban_Residence,4,3,3,Jordan
Male,Poorest_Wealth_quintile,Rural_Residence,4,3,2,Jordan
Female,Poorest_Wealth_quintile,Urban_Residence,4,2,3,Jordan
Female,Poorest_Wealth_quintile,Rural_Residence,4,2,2,Jordan
Male,Second_Wealth_quintile,Urban_Residence,2,3,3,Jordan
Male,Second_Wealth_quintile,Rural_Residence,2,3,2,Jordan
Female,Second_Wealth_quintile,Urban_Residence,2,2,3,Jordan
Female,Second_Wealth_quintile,Rural_Residence,2,2,2,Jordan
Male,Middle_Wealth_quintile,Urban_Residence,2,3,3,Jordan
Male,Middle_Wealth_quintile,Rural_Residence,2,3,2,Jordan
Female,Middle_Wealth_quintile,Urban_Residence,2,2,3,Jordan
Female,Middle_Wealth_quintile,Rural_Residence,2,2,2,Jordan
Male,Fourth_Wealth_quintile,Urban_Residence,3,3,3,Jordan
Male,Fourth_Wealth_quintile,Rural_Residence,3,3,2,Jordan
Female,Fourth_Wealth_quintile,Urban_Residence,3,2,3,Jordan
Female,Fourth_Wealth_quintile,Rural_Residence,3,2,2,Jordan
Male,Richest_Wealth_quintile,Urban_Residence,2,3,3,Jordan
Male,Richest_Wealth_quintile,Rural_Residence,2,3,2,Jordan
Female,Richest_Wealth_quintile,Urban_Residence,2,2,3,Jordan
Female,Richest_Wealth_quintile,Rural_Residence,2,2,2,Jordan
Male,Poorest_Wealth_quintile,Urban_Residence,0,0,1,Kazakhstan
Male,Poorest_Wealth_quintile,Rural_Residence,0,0,0,Kazakhstan
Female,Poorest_Wealth_quintile,Urban_Residence,0,0,1,Kazakhstan
Female,Poorest_Wealth_quintile,Rural_Residence,0,0,0,Kazakhstan
Male,Second_Wealth_quintile,Urban_Residence,0,0,1,Kazakhstan
Male,Second_Wealth_quintile,Rural_Residence,0,0,0,Kazakhstan
Female,Second_Wealth_quintile,Urban_Residence,0,0,1,Kazakhstan
Female,Second_Wealth_quintile,Rural_Residence,0,0,0,Kazakhstan
Male,Middle_Wealth_quintile,Urban_Residence,1,0,1,Kazakhstan
Male,Middle_Wealth_quintile,Rural_Residence,1,0,0,Kazakhstan
Female,Middle_Wealth_quintile,Urban_Residence,1,0,1,Kazakhstan
Female,Middle_Wealth_quintile,Rural_Residence,1,0,0,Kazakhstan
Male,Fourth_Wealth_quintile,Urban_Residence,1,0,1,Kazakhstan
Male,Fourth_Wealth_quintile,Rural_Residence,1,0,0,Kazakhstan
Female,Fourth_Wealth_quintile,Urban_Residence,1,0,1,Kazakhstan
Female,Fourth_Wealth_quintile,Rural_Residence,1,0,0,Kazakhstan
Male,Richest_Wealth_quintile,Urban_Residence,1,0,1,Kazakhstan
Male,Richest_Wealth_quintile,Rural_Residence,1,0,0,Kazakhstan
Female,Richest_Wealth_quintile,Urban_Residence,1,0,1,Kazakhstan
Female,Richest_Wealth_quintile,Rural_Residence,1,0,0,Kazakhstan
Male,Poorest_Wealth_quintile,Urban_Residence,14,5,3,Kenya
Male,Poorest_Wealth_quintile,Rural_Residence,14,5,5,Kenya
Female,Poorest_Wealth_quintile,Urban_Residence,14,5,3,Kenya
Female,Poorest_Wealth_quintile,Rural_Residence,14,5,5,Kenya
Male,Second_Wealth_quintile,Urban_Residence,2,5,3,Kenya
Male,Second_Wealth_quintile,Rural_Residence,2,5,5,Kenya
Female,Second_Wealth_quintile,Urban_Residence,2,5,3,Kenya
Female,Second_Wealth_quintile,Rural_Residence,2,5,5,Kenya
Male,Middle_Wealth_quintile,Urban_Residence,1,5,3,Kenya
Male,Middle_Wealth_quintile,Rural_Residence,1,5,5,Kenya
Female,Middle_Wealth_quintile,Urban_Residence,1,5,3,Kenya
Female,Middle_Wealth_quintile,Rural_Residence,1,5,5,Kenya
Male,Fourth_Wealth_quintile,Urban_Residence,2,5,3,Kenya
Male,Fourth_Wealth_quintile,Rural_Residence,2,5,5,Kenya
Female,Fourth_Wealth_quintile,Urban_Residence,2,5,3,Kenya
Female,Fourth_Wealth_quintile,Rural_Residence,2,5,5,Kenya
Male,Richest_Wealth_quintile,Urban_Residence,2,5,3,Kenya
Male,Richest_Wealth_quintile,Rural_Residence,2,5,5,Kenya
Female,Richest_Wealth_quintile,Urban_Residence,2,5,3,Kenya
Female,Richest_Wealth_quintile,Rural_Residence,2,5,5,Kenya
Male,Poorest_Wealth_quintile,Urban_Residence,3,4,4,Kiribati
Male,Poorest_Wealth_quintile,Rural_Residence,3,4,2,Kiribati
Female,Poorest_Wealth_quintile,Urban_Residence,3,2,4,Kiribati
Female,Poorest_Wealth_quintile,Rural_Residence,3,2,2,Kiribati
Male,Second_Wealth_quintile,Urban_Residence,2,4,4,Kiribati
Male,Second_Wealth_quintile,Rural_Residence,2,4,2,Kiribati
Female,Second_Wealth_quintile,Urban_Residence,2,2,4,Kiribati
Female,Second_Wealth_quintile,Rural_Residence,2,2,2,Kiribati
Male,Middle_Wealth_quintile,Urban_Residence,4,4,4,Kiribati
Male,Middle_Wealth_quintile,Rural_Residence,4,4,2,Kiribati
Female,Middle_Wealth_quintile,Urban_Residence,4,2,4,Kiribati
Female,Middle_Wealth_quintile,Rural_Residence,4,2,2,Kiribati
Male,Fourth_Wealth_quintile,Urban_Residence,4,4,4,Kiribati
Male,Fourth_Wealth_quintile,Rural_Residence,4,4,2,Kiribati
Female,Fourth_Wealth_quintile,Urban_Residence,4,2,4,Kiribati
Female,Fourth_Wealth_quintile,Rural_Residence,4,2,2,Kiribati
Male,Richest_Wealth_quintile,Urban_Residence,2,4,4,Kiribati
Male,Richest_Wealth_quintile,Rural_Residence,2,4,2,Kiribati
Female,Richest_Wealth_quintile,Urban_Residence,2,2,4,Kiribati
Female,Richest_Wealth_quintile,Rural_Residence,2,2,2,Kiribati
Male,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Kyrgyzstan
Male,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Kyrgyzstan
Female,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Kyrgyzstan
Female,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Kyrgyzstan
Male,Second_Wealth_quintile,Urban_Residence,2,1,1,Kyrgyzstan
Male,Second_Wealth_quintile,Rural_Residence,2,1,1,Kyrgyzstan
Female,Second_Wealth_quintile,Urban_Residence,2,1,1,Kyrgyzstan
Female,Second_Wealth_quintile,Rural_Residence,2,1,1,Kyrgyzstan
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,Kyrgyzstan
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Kyrgyzstan
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,Kyrgyzstan
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,Kyrgyzstan
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,1,Kyrgyzstan
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Kyrgyzstan
Female,Fourth_Wealth_quintile,Urban_Residence,0,1,1,Kyrgyzstan
Female,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Kyrgyzstan
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,Kyrgyzstan
Male,Richest_Wealth_quintile,Rural_Residence,1,1,1,Kyrgyzstan
Female,Richest_Wealth_quintile,Urban_Residence,1,1,1,Kyrgyzstan
Female,Richest_Wealth_quintile,Rural_Residence,1,1,1,Kyrgyzstan
Male,Poorest_Wealth_quintile,Urban_Residence,19,8,3,Lao People's Democratic Republic
Male,Poorest_Wealth_quintile,Rural_Residence,19,8,10,Lao People's Democratic Republic
Female,Poorest_Wealth_quintile,Urban_Residence,19,8,3,Lao People's Democratic Republic
Female,Poorest_Wealth_quintile,Rural_Residence,19,8,10,Lao People's Democratic Republic
Male,Second_Wealth_quintile,Urban_Residence,7,8,3,Lao People's Democratic Republic
Male,Second_Wealth_quintile,Rural_Residence,7,8,10,Lao People's Democratic Republic
Female,Second_Wealth_quintile,Urban_Residence,7,8,3,Lao People's Democratic Republic
Female,Second_Wealth_quintile,Rural_Residence,7,8,10,Lao People's Democratic Republic
Male,Middle_Wealth_quintile,Urban_Residence,4,8,3,Lao People's Democratic Republic
Male,Middle_Wealth_quintile,Rural_Residence,4,8,10,Lao People's Democratic Republic
Female,Middle_Wealth_quintile,Urban_Residence,4,8,3,Lao People's Democratic Republic
Female,Middle_Wealth_quintile,Rural_Residence,4,8,10,Lao People's Democratic Republic
Male,Fourth_Wealth_quintile,Urban_Residence,2,8,3,Lao People's Democratic Republic
Male,Fourth_Wealth_quintile,Rural_Residence,2,8,10,Lao People's Democratic Republic
Female,Fourth_Wealth_quintile,Urban_Residence,2,8,3,Lao People's Democratic Republic
Female,Fourth_Wealth_quintile,Rural_Residence,2,8,10,Lao People's Democratic Republic
Male,Richest_Wealth_quintile,Urban_Residence,1,8,3,Lao People's Democratic Republic
Male,Richest_Wealth_quintile,Rural_Residence,1,8,10,Lao People's Democratic Republic
Female,Richest_Wealth_quintile,Urban_Residence,1,8,3,Lao People's Democratic Republic
Female,Richest_Wealth_quintile,Rural_Residence,1,8,10,Lao People's Democratic Republic
Male,Poorest_Wealth_quintile,Urban_Residence,5,4,3,Lesotho
Male,Poorest_Wealth_quintile,Rural_Residence,5,4,3,Lesotho
Female,Poorest_Wealth_quintile,Urban_Residence,5,2,3,Lesotho
Female,Poorest_Wealth_quintile,Rural_Residence,5,2,3,Lesotho
Male,Second_Wealth_quintile,Urban_Residence,2,4,3,Lesotho
Male,Second_Wealth_quintile,Rural_Residence,2,4,3,Lesotho
Female,Second_Wealth_quintile,Urban_Residence,2,2,3,Lesotho
Female,Second_Wealth_quintile,Rural_Residence,2,2,3,Lesotho
Male,Middle_Wealth_quintile,Urban_Residence,2,4,3,Lesotho
Male,Middle_Wealth_quintile,Rural_Residence,2,4,3,Lesotho
Female,Middle_Wealth_quintile,Urban_Residence,2,2,3,Lesotho
Female,Middle_Wealth_quintile,Rural_Residence,2,2,3,Lesotho
Male,Fourth_Wealth_quintile,Urban_Residence,3,4,3,Lesotho
Male,Fourth_Wealth_quintile,Rural_Residence,3,4,3,Lesotho
Female,Fourth_Wealth_quintile,Urban_Residence,3,2,3,Lesotho
Female,Fourth_Wealth_quintile,Rural_Residence,3,2,3,Lesotho
Male,Richest_Wealth_quintile,Urban_Residence,1,4,3,Lesotho
Male,Richest_Wealth_quintile,Rural_Residence,1,4,3,Lesotho
Female,Richest_Wealth_quintile,Urban_Residence,1,2,3,Lesotho
Female,Richest_Wealth_quintile,Rural_Residence,1,2,3,Lesotho
Male,Poorest_Wealth_quintile,Urban_Residence,32,18,14,Liberia
Male,Poorest_Wealth_quintile,Rural_Residence,32,18,23,Liberia
Female,Poorest_Wealth_quintile,Urban_Residence,32,17,14,Liberia
Female,Poorest_Wealth_quintile,Rural_Residence,32,17,23,Liberia
Male,Second_Wealth_quintile,Urban_Residence,23,18,14,Liberia
Male,Second_Wealth_quintile,Rural_Residence,23,18,23,Liberia
Female,Second_Wealth_quintile,Urban_Residence,23,17,14,Liberia
Female,Second_Wealth_quintile,Rural_Residence,23,17,23,Liberia
Male,Middle_Wealth_quintile,Urban_Residence,16,18,14,Liberia
Male,Middle_Wealth_quintile,Rural_Residence,16,18,23,Liberia
Female,Middle_Wealth_quintile,Urban_Residence,16,17,14,Liberia
Female,Middle_Wealth_quintile,Rural_Residence,16,17,23,Liberia
Male,Fourth_Wealth_quintile,Urban_Residence,10,18,14,Liberia
Male,Fourth_Wealth_quintile,Rural_Residence,10,18,23,Liberia
Female,Fourth_Wealth_quintile,Urban_Residence,10,17,14,Liberia
Female,Fourth_Wealth_quintile,Rural_Residence,10,17,23,Liberia
Male,Richest_Wealth_quintile,Urban_Residence,7,18,14,Liberia
Male,Richest_Wealth_quintile,Rural_Residence,7,18,23,Liberia
Female,Richest_Wealth_quintile,Urban_Residence,7,17,14,Liberia
Female,Richest_Wealth_quintile,Rural_Residence,7,17,23,Liberia
Male,Poorest_Wealth_quintile,Urban_Residence,44,24,11,Madagascar
Male,Poorest_Wealth_quintile,Rural_Residence,44,24,24,Madagascar
Female,Poorest_Wealth_quintile,Urban_Residence,44,19,11,Madagascar
Female,Poorest_Wealth_quintile,Rural_Residence,44,19,24,Madagascar
Male,Second_Wealth_quintile,Urban_Residence,30,24,11,Madagascar
Male,Second_Wealth_quintile,Rural_Residence,30,24,24,Madagascar
Female,Second_Wealth_quintile,Urban_Residence,30,19,11,Madagascar
Female,Second_Wealth_quintile,Rural_Residence,30,19,24,Madagascar
Male,Middle_Wealth_quintile,Urban_Residence,14,24,11,Madagascar
Male,Middle_Wealth_quintile,Rural_Residence,14,24,24,Madagascar
Female,Middle_Wealth_quintile,Urban_Residence,14,19,11,Madagascar
Female,Middle_Wealth_quintile,Rural_Residence,14,19,24,Madagascar
Male,Fourth_Wealth_quintile,Urban_Residence,7,24,11,Madagascar
Male,Fourth_Wealth_quintile,Rural_Residence,7,24,24,Madagascar
Female,Fourth_Wealth_quintile,Urban_Residence,7,19,11,Madagascar
Female,Fourth_Wealth_quintile,Rural_Residence,7,19,24,Madagascar
Male,Richest_Wealth_quintile,Urban_Residence,3,24,11,Madagascar
Male,Richest_Wealth_quintile,Rural_Residence,3,24,24,Madagascar
Female,Richest_Wealth_quintile,Urban_Residence,3,19,11,Madagascar
Female,Richest_Wealth_quintile,Rural_Residence,3,19,24,Madagascar
Male,Poorest_Wealth_quintile,Urban_Residence,10,6,2,Malawi
Male,Poorest_Wealth_quintile,Rural_Residence,10,6,6,Malawi
Female,Poorest_Wealth_quintile,Urban_Residence,10,5,2,Malawi
Female,Poorest_Wealth_quintile,Rural_Residence,10,5,6,Malawi
Male,Second_Wealth_quintile,Urban_Residence,7,6,2,Malawi
Male,Second_Wealth_quintile,Rural_Residence,7,6,6,Malawi
Female,Second_Wealth_quintile,Urban_Residence,7,5,2,Malawi
Female,Second_Wealth_quintile,Rural_Residence,7,5,6,Malawi
Male,Middle_Wealth_quintile,Urban_Residence,5,6,2,Malawi
Male,Middle_Wealth_quintile,Rural_Residence,5,6,6,Malawi
Female,Middle_Wealth_quintile,Urban_Residence,5,5,2,Malawi
Female,Middle_Wealth_quintile,Rural_Residence,5,5,6,Malawi
Male,Fourth_Wealth_quintile,Urban_Residence,3,6,2,Malawi
Male,Fourth_Wealth_quintile,Rural_Residence,3,6,6,Malawi
Female,Fourth_Wealth_quintile,Urban_Residence,3,5,2,Malawi
Female,Fourth_Wealth_quintile,Rural_Residence,3,5,6,Malawi
Male,Richest_Wealth_quintile,Urban_Residence,2,6,2,Malawi
Male,Richest_Wealth_quintile,Rural_Residence,2,6,6,Malawi
Female,Richest_Wealth_quintile,Urban_Residence,2,5,2,Malawi
Female,Richest_Wealth_quintile,Rural_Residence,2,5,6,Malawi
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Female,Second_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Female,Second_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Female,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Female,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Male,Richest_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Female,Richest_Wealth_quintile,Urban_Residence,1,1,1,Maldives
Female,Richest_Wealth_quintile,Rural_Residence,1,1,1,Maldives
Male,Poorest_Wealth_quintile,Urban_Residence,74,45,18,Mali
Male,Poorest_Wealth_quintile,Rural_Residence,74,45,55,Mali
Female,Poorest_Wealth_quintile,Urban_Residence,74,50,18,Mali
Female,Poorest_Wealth_quintile,Rural_Residence,74,50,55,Mali
Male,Second_Wealth_quintile,Urban_Residence,59,45,18,Mali
Male,Second_Wealth_quintile,Rural_Residence,59,45,55,Mali
Female,Second_Wealth_quintile,Urban_Residence,59,50,18,Mali
Female,Second_Wealth_quintile,Rural_Residence,59,50,55,Mali
Male,Middle_Wealth_quintile,Urban_Residence,50,45,18,Mali
Male,Middle_Wealth_quintile,Rural_Residence,50,45,55,Mali
Female,Middle_Wealth_quintile,Urban_Residence,50,50,18,Mali
Female,Middle_Wealth_quintile,Rural_Residence,50,50,55,Mali
Male,Fourth_Wealth_quintile,Urban_Residence,34,45,18,Mali
Male,Fourth_Wealth_quintile,Rural_Residence,34,45,55,Mali
Female,Fourth_Wealth_quintile,Urban_Residence,34,50,18,Mali
Female,Fourth_Wealth_quintile,Rural_Residence,34,50,55,Mali
Male,Richest_Wealth_quintile,Urban_Residence,16,45,18,Mali
Male,Richest_Wealth_quintile,Rural_Residence,16,45,55,Mali
Female,Richest_Wealth_quintile,Urban_Residence,16,50,18,Mali
Female,Richest_Wealth_quintile,Rural_Residence,16,50,55,Mali
Male,Poorest_Wealth_quintile,Urban_Residence,58,44,29,Mauritania
Male,Poorest_Wealth_quintile,Rural_Residence,58,44,51,Mauritania
Female,Poorest_Wealth_quintile,Urban_Residence,58,40,29,Mauritania
Female,Poorest_Wealth_quintile,Rural_Residence,58,40,51,Mauritania
Male,Second_Wealth_quintile,Urban_Residence,53,44,29,Mauritania
Male,Second_Wealth_quintile,Rural_Residence,53,44,51,Mauritania
Female,Second_Wealth_quintile,Urban_Residence,53,40,29,Mauritania
Female,Second_Wealth_quintile,Rural_Residence,53,40,51,Mauritania
Male,Middle_Wealth_quintile,Urban_Residence,39,44,29,Mauritania
Male,Middle_Wealth_quintile,Rural_Residence,39,44,51,Mauritania
Female,Middle_Wealth_quintile,Urban_Residence,39,40,29,Mauritania
Female,Middle_Wealth_quintile,Rural_Residence,39,40,51,Mauritania
Male,Fourth_Wealth_quintile,Urban_Residence,31,44,29,Mauritania
